TimeStamp,B_x,B_y,B_z,B_net
2020/07/16 09:47:01.414,29,0,-15,33
2020/07/16 09:47:01.436,29,0,-15,33
2020/07/16 09:47:01.458,29,0,-15,33
2020/07/16 09:47:01.480,29,0,-15,33
2020/07/16 09:47:01.502,29,0,-15,33
2020/07/16 09:47:01.523,29,0,-15,33
2020/07/16 09:47:01.545,29,0,-15,33
2020/07/16 09:47:01.567,29,0,-15,33
2020/07/16 09:47:01.589,29,0,-15,33
2020/07/16 09:47:01.610,29,0,-15,33
2020/07/16 09:47:01.632,29,0,-15,33
2020/07/16 09:47:01.654,29,0,-15,33
2020/07/16 09:47:01.676,29,0,-15,33
2020/07/16 09:47:01.698,29,0,-15,33
2020/07/16 09:47:01.719,29,0,-15,33
2020/07/16 09:47:01.741,29,0,-15,33
2020/07/16 09:47:01.763,29,0,-15,33
2020/07/16 09:47:01.784,29,0,-15,33
2020/07/16 09:47:01.805,29,0,-15,33
2020/07/16 09:47:01.826,29,0,-15,33
2020/07/16 09:47:01.848,29,0,-15,33
2020/07/16 09:47:01.869,29,0,-15,33
2020/07/16 09:47:01.893,29,0,-14,32
2020/07/16 09:47:01.919,29,0,-14,32
2020/07/16 09:47:01.947,29,0,-14,32
2020/07/16 09:47:01.973,29,0,-14,32
2020/07/16 09:47:02.000,29,0,-14,32
2020/07/16 09:47:02.026,29,0,-14,32
2020/07/16 09:47:02.052,29,0,-15,33
2020/07/16 09:47:02.078,29,0,-15,33
2020/07/16 09:47:02.105,29,0,-15,33
2020/07/16 09:47:02.132,29,0,-15,33
2020/07/16 09:47:02.158,29,0,-15,33
2020/07/16 09:47:02.185,29,0,-15,33
2020/07/16 09:47:02.212,29,0,-15,33
2020/07/16 09:47:02.240,29,0,-15,33
2020/07/16 09:47:02.268,29,0,-15,33
2020/07/16 09:47:02.295,29,0,-15,33
2020/07/16 09:47:02.321,29,0,-15,33
2020/07/16 09:47:02.346,29,0,-15,33
2020/07/16 09:47:02.374,28,0,-15,32
2020/07/16 09:47:02.399,28,0,-15,32
2020/07/16 09:47:02.425,28,0,-15,32
2020/07/16 09:47:02.451,28,0,-15,32
2020/07/16 09:47:02.478,28,0,-15,32
2020/07/16 09:47:02.504,28,0,-15,32
2020/07/16 09:47:02.530,29,0,-15,33
2020/07/16 09:47:02.556,29,0,-15,33
2020/07/16 09:47:02.583,29,0,-15,33
2020/07/16 09:47:02.609,29,0,-15,33
2020/07/16 09:47:02.636,29,0,-15,33
2020/07/16 09:47:02.662,29,0,-15,33
2020/07/16 09:47:02.688,29,0,-15,33
2020/07/16 09:47:02.715,29,1,-15,33
2020/07/16 09:47:02.741,29,1,-15,33
2020/07/16 09:47:02.766,29,1,-15,33
2020/07/16 09:47:02.791,29,1,-15,33
2020/07/16 09:47:02.817,29,1,-15,33
2020/07/16 09:47:02.844,29,1,-15,33
2020/07/16 09:47:02.869,29,2,-15,33
2020/07/16 09:47:02.894,29,2,-15,33
2020/07/16 09:47:02.919,29,2,-15,33
2020/07/16 09:47:02.946,29,2,-15,33
2020/07/16 09:47:02.972,29,2,-15,33
2020/07/16 09:47:02.998,29,2,-15,33
2020/07/16 09:47:03.025,29,4,-15,33
2020/07/16 09:47:03.052,29,4,-15,33
2020/07/16 09:47:03.078,29,4,-15,33
2020/07/16 09:47:03.105,29,4,-15,33
2020/07/16 09:47:03.131,29,4,-15,33
2020/07/16 09:47:03.158,29,4,-15,33
2020/07/16 09:47:03.185,28,6,-16,33
2020/07/16 09:47:03.211,28,6,-16,33
